pair_idx,dt,curr_x,curr_y,curr_z,curr_roll,curr_pitch,curr_yaw,curr_vx,curr_vy,curr_vz,curr_wx,curr_wy,curr_wz,curr_ax,curr_ay,curr_az,curr_alpha_x,curr_alpha_y,curr_alpha_z,thrust,torque_roll,torque_pitch,torque_yaw,next_x,next_y,next_z,next_roll,next_pitch,next_yaw,next_vx,next_vy,next_vz,next_wx,next_wy,next_wz,next_ax,next_ay,next_az,next_alpha_x,next_alpha_y,next_alpha_z
4135,0.019992,2.683579,0.308591,-0.481895,-0.048317,-0.020774,1.650326,0.675604,2.520295,-0.373007,0.423707,0.301839,1.430837,-2.699044,0.935895,0.308198,0.424960,0.300300,1.436027,-0.282791,0.075927,-0.144863,-1.454548,2.697613,0.336882,-0.483477,-0.046749,-0.019611,1.651370,0.694168,2.525100,-0.361914,0.442962,0.303662,1.426778,-2.649050,1.131992,0.299878,0.448778,0.298109,1.405761
4136,0.020021,0.380864,0.763374,-0.056296,0.002529,0.001168,1.332938,0.066875,-1.070178,1.267908,0.037603,-0.085163,0.478123,1.261877,0.456807,0.013307,0.037616,-0.084926,0.499919,0.033615,-0.036903,-0.012990,0.696461,0.381824,0.745928,-0.047836,0.002764,0.000695,1.333581,0.064926,-1.066148,1.255350,0.036437,-0.090825,0.493784,1.349358,0.336015,0.009840,0.032250,-0.090831,0.499974
4137,0.019994,0.242625,2.420250,-0.891015,0.001028,0.004472,1.343364,-0.086455,-0.059866,-0.253635,-0.075748,0.029265,-0.441008,0.091286,-0.215794,0.190067,-0.077848,0.030218,-0.438319,-0.134557,0.019253,0.001124,1.154835,0.239829,2.420221,-0.892751,0.000604,0.004596,1.342796,-0.087701,-0.060062,-0.251396,-0.079173,0.020517,-0.440137,-0.014366,-0.199213,0.154034,-0.079866,0.022149,-0.433525
4138,0.019980,0.118781,0.071182,1.317110,-0.001273,0.007199,1.683051,0.134325,-0.235151,-0.148152,0.092816,-0.147587,-0.399825,0.244660,0.125722,0.154458,0.091770,-0.150768,-0.407868,-0.121413,-0.098002,0.038955,-0.165041,0.120946,0.068607,1.316345,-0.000930,0.006670,1.682660,0.135094,-0.236405,-0.147777,0.089739,-0.143125,-0.390465,0.475761,-0.020090,0.155967,0.086714,-0.148652,-0.389190
4139,0.020009,0.304033,0.335990,-0.498592,-0.019995,-0.009948,1.454745,0.087841,0.601729,-0.953110,-0.045854,0.111545,0.266647,-0.630516,0.074182,0.275500,-0.045725,0.113400,0.262545,-0.210236,0.085153,0.009737,0.273789,0.305543,0.342516,-0.502922,-0.020154,-0.009524,1.454873,0.095759,0.603670,-0.945503,-0.040436,0.115340,0.235028,-0.569955,0.249197,0.271667,-0.041999,0.117326,0.229891
4140,0.019990,-0.736857,-0.949682,0.907300,-0.006255,0.001829,1.821466,-0.026853,0.046389,0.704259,0.228559,0.382420,-0.096438,-0.186843,-0.234860,0.148283,0.272735,0.360144,-0.092802,-0.287501,-0.101504,0.345198,-1.030498,-0.736318,-0.948294,0.912750,-0.004832,0.003015,1.821347,-0.022789,0.046138,0.700738,0.199083,0.072137,-0.077848,-0.129678,0.514325,0.025102,0.087200,-0.076689,-0.095227
4141,0.020011,0.968802,0.842922,1.391077,0.012517,0.005881,1.488099,0.104661,0.369219,-0.028072,0.088112,-0.007543,0.501457,-0.327593,-0.004222,0.085760,0.089903,-0.004650,0.500141,-0.023120,-0.077952,0.017716,0.446028,0.970856,0.846511,1.390831,0.012859,0.005858,1.488531,0.099954,0.366806,-0.031875,0.093177,-0.010456,0.506183,-0.396426,0.102351,0.057682,0.089941,-0.005962,0.510433
4142,0.020007,1.576074,3.058262,-0.228152,0.109469,0.120562,1.549724,-2.955156,1.039841,0.497246,-0.955263,0.309602,-2.218829,-1.120452,-3.337339,-0.244331,-0.957160,0.306951,-2.210075,0.181306,0.231461,-0.156231,1.170933,1.530098,3.067228,-0.226340,0.105685,0.121896,1.548305,-2.992644,0.991404,0.489856,-0.969173,0.292452,-2.203204,-0.960551,-3.451046,-0.213060,-0.974769,0.286379,-2.184362
4143,0.020001,-0.003230,-0.014066,-0.482793,-0.185071,-0.000278,1.570866,-0.144151,0.019836,-0.603156,0.735274,0.035280,0.004369,-0.111531,-0.498833,-0.453064,0.781391,0.035218,0.005531,0.350668,3.812738,0.007724,-0.007837,-0.003940,-0.013289,-0.485474,-0.181416,-0.000156,1.570811,-0.073409,0.021562,-0.615306,1.078551,0.044217,0.034024,-0.017929,-0.675913,-0.423627,1.199291,0.035951,0.033928
4144,0.019999,0.776481,0.030016,1.343263,0.076153,0.007652,1.749076,0.004526,0.067796,-0.105967,-0.341248,-0.290348,-0.585445,-0.136898,-0.097707,-0.113082,-0.345459,-0.288299,-0.604645,0.093078,0.010128,0.155888,-0.373978,0.773723,0.029704,1.342591,0.074876,0.006660,1.748622,-0.024506,0.059672,-0.117177,-0.352864,-0.285688,-0.565854,-0.221439,0.042004,-0.088135,-0.361200,-0.278640,-0.586689
4145,0.020000,-0.487928,3.199694,1.527254,-0.010357,0.032139,1.574628,1.102123,0.162156,-0.304267,-0.087820,6.231662,0.066885,4.729466,1.486104,-3.803227,-0.094922,6.788495,0.078596,7.083336,0.412757,-0.679099,-0.208033,-0.462863,3.202074,1.522605,-0.011241,0.083686,1.574152,1.107340,0.129881,-0.876088,-0.187386,10.533224,0.102434,3.899382,1.765650,-7.416343,-0.197503,10.690523,0.109603
4146,0.019992,-0.034095,-0.244778,-1.524825,-0.003335,0.003480,1.383793,-0.207482,-0.225736,-0.140737,0.030455,-0.031597,-0.342091,0.427250,-0.405102,0.242762,0.029815,-0.030699,-0.333433,-0.208749,-0.060131,-0.001548,0.955554,-0.038207,-0.249257,-1.525687,-0.003179,0.003305,1.383271,-0.204079,-0.227159,-0.130825,0.031768,-0.033728,-0.348819,0.149719,-0.129222,0.253528,0.029475,-0.038353,-0.340930
4147,0.020030,-1.986950,-0.146336,-1.892548,0.004858,-0.060103,1.874987,0.074091,-2.057910,0.240766,0.052839,-0.385997,1.220622,2.314048,-0.780026,0.468397,0.046743,-0.386016,1.210909,-0.363231,-0.307256,0.083846,-1.763540,-1.989675,-0.177570,-1.887831,0.005022,-0.062203,1.876654,0.058161,-2.017922,0.275886,0.028940,-0.374888,1.198492,2.309792,-0.658127,0.427780,0.018769,-0.380998,1.186992
4148,0.020001,0.514007,0.135381,-0.758751,-0.031576,0.062483,1.774118,0.208151,1.047219,-1.070185,-0.334633,0.263367,-0.835583,-1.195549,0.370112,1.219720,-0.333591,0.252234,-0.832670,-1.130344,0.050470,-0.344499,-0.262174,0.520700,0.151678,-0.763692,-0.033546,0.063746,1.772901,0.232151,1.015717,-0.967765,-0.336936,0.219528,-0.836973,-1.176780,0.635659,1.185185,-0.336190,0.216637,-0.831041
4149,0.020013,0.286072,-1.998042,-0.292839,-0.010518,-0.029419,1.832289,0.006032,0.846312,0.268795,-0.041146,0.067873,0.052280,-0.759742,0.501631,0.282863,-0.041259,0.069358,0.055531,-0.250555,0.018927,-0.023655,-1.010936,0.286222,-1.988220,-0.291405,-0.010670,-0.029146,1.832394,0.006538,0.856788,0.277908,-0.042958,0.081096,0.044774,-1.113805,0.167126,0.280867,-0.041724,0.082329,0.073358
4150,0.019997,0.183493,-2.142848,-0.369462,-0.002330,-0.009821,1.631157,-0.091202,-0.759338,-0.418654,-0.016696,-0.031460,0.979621,1.094445,-0.427489,0.331095,-0.012742,-0.031106,0.981273,-0.292958,0.004424,-0.027956,-0.720534,0.182458,-2.153810,-0.373838,-0.002399,-0.010021,1.632460,-0.088985,-0.749380,-0.401511,-0.006337,-0.039559,0.983180,0.863415,-0.184304,0.347770,-0.008095,-0.040332,0.995546
4151,0.019996,0.203529,2.500090,-0.915028,0.000036,0.007045,1.387134,0.112660,-0.196654,0.217173,0.055929,-0.087118,-0.640603,0.179031,0.085302,0.179371,0.059045,-0.089519,-0.646555,-0.123397,-0.033888,0.009582,1.108419,0.206471,2.497132,-0.913474,0.000352,0.006590,1.386325,0.112599,-0.198727,0.219520,0.057000,-0.085613,-0.620456,0.125523,0.062989,0.179260,0.056102,-0.085787,-0.602368
4152,0.020005,-0.431312,0.634646,-1.168081,-0.084098,0.042101,1.543226,1.137848,0.999314,0.275886,0.437642,0.208760,-0.284672,-1.038326,1.179793,0.122254,0.436079,0.207358,-0.295447,-0.144177,-0.059095,-0.125450,0.672098,-0.399330,0.648728,-1.166834,-0.081666,0.043232,1.542405,1.184845,0.970391,0.280729,0.457672,0.206977,-0.267824,-1.207144,1.193594,0.122167,0.462216,0.207026,-0.263015
4153,0.019985,0.420094,0.012350,-0.068503,0.159476,0.002985,1.565786,-1.068445,-0.044884,-1.287093,-4.394416,0.010194,0.053689,0.292979,-0.158866,0.140415,-4.435021,0.002898,0.051681,-0.770642,0.337500,0.000896,-0.034541,0.397822,0.012339,-0.074260,0.142959,0.002977,1.566055,-1.128315,-0.043953,-1.269475,-4.496931,-0.006815,0.055413,0.233614,-0.144081,0.294207,-4.527816,-0.001833,0.059085
4154,0.020005,0.165204,-0.017920,-1.383960,-0.002307,-0.000159,1.571475,0.023056,0.011116,-0.467730,-0.027568,0.016227,-0.007808,-0.150885,-0.020705,0.084260,-0.028987,0.013325,-0.000929,-0.044792,-0.042739,0.012802,0.074225,0.164982,-0.017501,-1.386872,-0.002441,-0.000067,1.571455,0.024168,0.013235,-0.473589,-0.025941,0.014965,-0.012905,-0.084706,-0.107376,0.090585,-0.025802,0.014222,-0.018126
4155,0.020021,0.207854,-0.180844,0.277823,-0.000893,0.027391,1.504556,0.030329,-0.368268,-0.283420,0.000170,0.072035,0.390993,0.401740,0.199379,0.066565,-0.002966,0.071809,0.378316,-0.007745,-0.017554,-0.060511,0.137222,0.209025,-0.187340,0.276681,-0.000910,0.027802,1.505048,0.030497,-0.381787,-0.289229,-0.000833,0.077729,0.406117,0.513704,0.008374,0.068719,0.001514,0.081972,0.390534
4156,0.020016,-0.740861,-0.913928,1.259536,-0.006187,-0.004452,1.824236,-0.070900,-0.019535,0.377707,-1.362218,-1.736992,-0.017575,-0.823483,0.692956,-0.077705,-1.631415,-1.945966,-0.033306,-0.061406,-1.967760,0.420357,-1.677310,-0.742681,-0.913289,1.262071,-0.017237,-0.016054,1.824322,-0.067171,-0.012814,0.359290,-2.236461,-2.249976,-0.038834,-0.773681,0.861451,-0.035106,-2.289262,-2.270150,-0.067904
4157,0.019999,0.144505,0.005250,0.945612,-0.015723,-0.014636,1.740575,-0.329880,-0.270900,-0.567662,-0.083542,0.022040,0.463351,0.251354,-0.435435,0.005040,-0.081269,0.024018,0.484628,0.025680,0.053930,-0.006889,-0.850352,0.139049,0.001808,0.941899,-0.016180,-0.014491,1.741250,-0.320576,-0.259318,-0.579097,-0.080576,0.026277,0.468392,0.239543,-0.478610,0.004723,-0.082026,0.026985,0.471078
4158,0.019993,0.393275,0.019106,0.877609,0.096373,0.002298,1.570710,-1.820396,-0.093592,-0.904076,-4.813297,-0.056983,0.030910,0.182976,-0.955926,0.795948,-4.817602,-0.060878,0.021488,-1.320585,1.828171,-0.012400,-0.082001,0.340341,0.017828,0.870803,0.069656,0.002072,1.571099,-1.872204,-0.092828,-0.831673,-4.825326,-0.045420,0.014582,0.124375,-1.041047,0.983931,-4.826922,-0.046245,0.001348
4159,0.020001,0.437063,0.220109,0.419335,0.051215,0.011142,1.671627,0.125695,0.211371,-0.944222,0.439661,0.206094,-1.165307,0.008012,0.280612,0.124627,0.436523,0.211288,-1.162601,-0.069142,-0.280296,0.011823,0.261123,0.437495,0.222382,0.414945,0.052826,0.011971,1.670737,0.105765,0.205715,-0.943706,0.425928,0.215199,-1.178188,-0.026918,0.046284,0.130706,0.423837,0.217321,-1.159361
4160,0.019995,0.691688,-0.744574,-1.369790,0.027128,-0.073372,1.519837,1.814060,-0.907490,0.235640,0.903519,-0.291619,-1.082774,0.880845,1.833574,0.539473,0.902785,-0.282836,-1.079799,-0.347461,-0.312883,0.199726,0.963456,0.731012,-0.754936,-1.365689,0.032257,-0.074876,1.518482,1.795735,-0.860080,0.278182,0.897782,-0.264945,-1.029228,0.862005,1.888115,0.473193,0.898886,-0.261332,-1.027892
4161,0.020017,0.217153,-0.293212,0.037537,0.003167,-0.210326,1.568087,-0.008272,1.025935,-1.263317,-0.033253,3.708080,0.016064,-0.121931,-0.008257,-0.673814,-0.021955,3.799409,0.030096,0.020275,0.038730,0.003352,0.051490,0.217047,-0.266977,0.028145,0.003008,-0.189224,1.568348,-0.009543,1.146169,-1.288383,-0.034075,3.996093,0.015786,-0.221726,-0.052908,-0.455292,-0.037425,4.014372,0.021581
4162,0.020003,-0.668817,2.869462,-0.084307,-0.080304,0.109973,1.481730,-2.990888,-1.249685,1.234778,-0.842902,-0.451739,-1.858412,1.469045,-3.147047,0.370996,-0.832225,-0.456588,-1.878589,-0.320086,0.350538,0.083804,1.056865,-0.708991,2.853499,-0.078643,-0.083578,0.108229,1.480363,-2.956324,-1.289870,1.259619,-0.824590,-0.455575,-1.853501,1.788895,-3.073243,0.353066,-0.818266,-0.462351,-1.859300
4163,0.019997,-0.146401,-0.640541,-1.385504,-0.012121,-0.067277,1.613645,-1.733940,0.895844,0.613181,-0.716003,0.379008,-0.885607,-1.052503,-1.658148,0.251355,-0.715165,0.377037,-0.897608,-0.206863,0.262448,-0.097244,0.678725,-0.170951,-0.627890,-1.381571,-0.014739,-0.065942,1.612871,-1.726480,0.920693,0.623800,-0.715215,0.376982,-0.913149,-1.055086,-1.797342,0.273266,-0.709235,0.370832,-0.917693
4164,0.019989,1.688988,3.033031,-0.232759,0.118722,0.116955,1.553277,-2.855063,1.158581,0.519649,-0.930878,0.340770,-2.234416,-1.411420,-3.158757,-0.303733,-0.932069,0.338375,-2.242729,0.248555,0.218613,-0.169237,1.163316,1.644177,3.043527,-0.230901,0.115054,0.118441,1.551871,-2.896008,1.111419,0.509887,-0.938251,0.334953,-2.225983,-1.223928,-3.237457,-0.268521,-0.946411,0.329131,-2.235121
4165,0.019993,1.323150,0.423506,-0.827984,0.112004,0.059811,1.564629,0.277283,-1.092543,0.792665,0.182746,-0.226503,1.178660,1.187616,0.301868,-0.363297,0.184875,-0.227329,1.168573,0.421586,-0.223157,0.002281,-0.254621,1.322481,0.409887,-0.824241,0.112770,0.058888,1.565575,0.231577,-1.112899,0.771443,0.173498,-0.230449,1.170450,1.083136,0.330381,-0.392140,0.169522,-0.233896,1.180217
4166,0.020005,0.407650,0.374281,1.485813,0.011394,0.112267,1.222785,-0.131669,-1.092174,-1.390679,-0.159438,-0.429284,-0.055774,1.201364,0.315596,-0.048275,-0.156753,-0.434249,-0.080843,-0.040675,0.066558,0.009670,1.538188,0.399901,0.351067,1.475123,0.010564,0.109907,1.222828,-0.160666,-1.147189,-1.396521,-0.147405,-0.455954,-0.061520,1.036203,0.262161,-0.001115,-0.145582,-0.459706,-0.053835
4167,0.019992,0.601099,0.107052,-1.678401,0.028442,0.036041,1.629903,1.853985,-1.401648,-0.146338,0.775148,-0.367932,0.796299,1.636764,1.864498,0.585858,0.774975,-0.367316,0.795696,-0.578220,-0.354300,-0.052691,-0.658760,0.626167,0.090562,-1.679557,0.031355,0.034688,1.630440,1.839482,-1.412236,-0.119116,0.765508,-0.371353,0.806975,1.594589,1.650417,0.594648,0.764824,-0.374215,0.791253
4168,0.020004,0.279201,-0.813525,-1.437481,0.031462,-0.085418,1.624846,-1.696523,0.411030,0.463275,-0.720216,0.212030,-0.817994,-0.418781,-1.883693,0.136752,-0.726189,0.223721,-0.830800,-0.157368,0.226989,0.088842,0.355565,0.239649,-0.801066,-1.433817,0.027507,-0.084182,1.623952,-1.712546,0.459907,0.471722,-0.725544,0.239349,-0.800442,-0.861880,-1.707621,0.160707,-0.723126,0.242522,-0.790760
4169,0.020017,0.180527,-0.021955,0.304641,-0.003917,0.003678,1.459509,-0.035588,0.053897,0.147284,0.010585,-0.047207,0.428469,0.157656,-0.021984,0.105952,0.008497,-0.045406,0.432925,-0.037204,0.034756,0.005758,0.217183,0.180845,-0.022310,0.306036,-0.003882,0.003517,1.459861,-0.033271,0.052382,0.144654,0.014957,-0.048973,0.432473,-0.040977,0.000058,0.108307,0.017323,-0.049730,0.444421
4170,0.019947,0.931317,0.913095,-1.423587,0.026281,0.024583,1.497164,0.212994,0.877317,-0.181782,0.060280,0.254898,0.956491,-1.215704,0.268410,0.131925,0.054833,0.247694,0.955616,-0.100633,-0.075151,-0.125673,0.069939,0.935189,0.927209,-1.425501,0.026642,0.025893,1.498473,0.196851,0.863829,-0.181008,0.052985,0.240589,0.997470,-0.871515,-0.006510,0.133756,0.050809,0.240583,1.005616
4171,0.018519,0.287231,-1.921706,-0.282665,-0.011587,-0.027128,1.833035,0.011407,0.921891,0.335364,-0.037733,0.098066,0.023330,-1.143380,0.290428,0.303660,-0.033320,0.097982,0.017786,-0.270541,0.010360,-0.024989,-0.966917,0.287403,-1.911022,-0.281260,-0.011698,-0.026771,1.833115,0.012423,0.931468,0.345084,-0.030774,0.100281,-0.010569,-0.993760,0.545914,0.318756,-0.029744,0.100609,-0.009926
4172,0.019989,0.209025,-0.187340,0.276681,-0.000910,0.027802,1.505048,0.030497,-0.381787,-0.289229,-0.000833,0.077729,0.406117,0.513704,0.008374,0.068719,0.001514,0.081972,0.390534,-0.000951,-0.008713,-0.047438,0.148821,0.209806,-0.191790,0.275850,-0.000904,0.028097,1.505381,0.030659,-0.390741,-0.292815,-0.003514,0.076859,0.399760,0.702295,0.053837,0.054389,-0.002299,0.069848,0.407694
4173,0.020000,-0.857295,0.492258,-1.021199,-0.107142,0.078016,1.615200,-0.298318,-1.134913,-1.341728,-0.205479,-0.269301,-1.433515,1.225105,-0.315553,-0.432843,-0.193660,-0.280703,-1.438367,0.447424,0.168479,-0.103997,0.367010,-0.857771,0.470201,-1.030394,-0.108356,0.076265,1.613296,-0.231111,-1.173176,-1.376290,-0.178568,-0.304701,-1.441707,1.250042,-0.275526,-0.435386,-0.168315,-0.309817,-1.437719
4174,0.020006,-0.452343,0.297830,0.224895,-0.023205,0.004937,1.670583,0.538507,-0.943159,-0.928976,0.042389,-0.302936,-4.442731,1.050668,0.380420,0.393611,0.037293,-0.304111,-4.441231,-0.377663,-0.027746,0.037916,2.603443,-0.440087,0.282257,0.219860,-0.023001,0.003162,1.664829,0.550381,-0.940534,-0.904042,0.043913,-0.302432,-4.421028,1.221662,0.466992,0.404542,0.044501,-0.303629,-4.408373
4175,0.019997,-0.224257,-0.498719,-1.513939,-0.001691,0.006729,1.353095,-0.069829,-0.278527,0.111715,0.046133,0.003662,-0.307080,0.302471,-0.079158,0.249417,0.046033,0.005433,-0.305740,-0.205029,-0.036195,-0.027930,1.013122,-0.224056,-0.502241,-1.513623,-0.001524,0.006750,1.352790,-0.068509,-0.280520,0.117083,0.047945,0.001835,-0.279408,0.383426,-0.088580,0.252474,0.050857,0.005667,-0.257480
4176,0.019999,0.164796,-0.006561,1.314947,-0.003709,0.000232,1.590861,0.022967,-0.043048,0.094496,0.047601,-0.020532,-0.091434,0.029243,0.127297,0.137064,0.049596,-0.017012,-0.075049,-0.084814,-0.028494,-0.005658,0.013955,0.165141,-0.006957,1.315303,-0.003537,0.000177,1.590747,0.024412,-0.042598,0.093448,0.041894,-0.016264,-0.065486,0.173579,0.272174,0.146262,0.043817,-0.016376,-0.073365
4177,0.020009,0.712545,0.702851,-0.776640,0.012155,0.036723,1.456530,0.266568,0.066635,-0.707424,0.073690,0.058561,-0.030605,-0.221654,0.260538,0.064127,0.069842,0.053971,-0.037415,-0.007100,-0.090421,-0.043030,0.410331,0.718070,0.703092,-0.780767,0.012526,0.036997,1.456449,0.256927,0.047269,-0.711710,0.063684,0.040987,-0.008327,-0.205229,0.335941,0.061068,0.063228,0.038415,-0.004502
4178,0.019997,0.199023,-0.002128,1.325224,0.001658,0.000859,1.585957,0.042463,0.002985,0.025140,0.017079,0.038180,-0.046804,0.004354,-0.020681,0.132258,0.020077,0.035823,-0.057889,-0.079656,-0.025058,-0.020933,0.020583,0.200563,-0.001039,1.325728,0.001786,0.001074,1.585826,0.042164,0.004094,0.024050,0.025062,0.045533,-0.046414,0.191630,0.188136,0.124790,0.024044,0.046056,-0.058463
4179,0.020000,-0.092675,-1.493207,-0.540359,-0.037236,-0.170912,1.650058,0.326889,0.626799,0.890050,0.116577,-0.016357,-0.405589,-0.545497,0.567587,-0.831262,0.115317,-0.008144,-0.408923,0.813573,0.050068,0.355206,-0.238127,-0.083598,-1.474105,-0.535876,-0.036489,-0.171019,1.649661,0.339938,0.731199,0.832128,0.132212,0.008530,-0.402605,-0.815330,0.394640,-0.826418,0.135446,0.011470,-0.391781
4180,0.019999,0.085948,-0.284041,0.806963,-0.017773,-0.110141,1.574316,0.139392,4.094062,-1.385328,0.235084,5.184351,0.042142,-3.476600,0.157261,1.768691,0.244920,5.210985,0.027819,-2.792966,0.085999,-0.824648,0.221517,0.090361,-0.225567,0.799086,-0.016846,-0.091378,1.573944,0.147663,4.134598,-1.277265,0.260015,5.220568,0.034636,-3.531686,-0.160564,2.090038,0.265515,5.234777,0.043517
4181,0.019993,-0.719991,-0.920075,1.223952,0.000994,0.003071,1.823869,-0.077630,-0.017277,0.460246,0.143221,0.280619,0.064179,-0.063762,-0.002574,0.123513,0.153106,0.270037,0.046109,-0.231065,-0.293058,0.172186,-1.164324,-0.721295,-0.919779,1.226591,0.001524,0.003575,1.823904,-0.077915,-0.018078,0.457616,0.121995,0.073359,0.048944,-0.237888,-0.062650,0.058452,0.046881,-0.036582,0.043758
4182,0.019978,-1.037023,0.060849,0.954191,-0.390364,0.011986,1.562063,1.705009,0.066635,-0.265977,3.457687,0.035099,0.083251,-0.129558,0.792469,-4.056805,3.497344,0.030589,0.100347,2.803315,1.622196,-0.142284,-0.029760,-0.974982,0.063022,0.951305,-0.369686,0.012166,1.562001,1.963176,0.059451,-0.462795,3.909353,0.021921,0.091851,-0.029381,1.074105,-3.644252,3.944066,0.023130,0.098589
4183,0.019994,-0.520074,-0.882780,0.925079,-0.011248,-0.000114,1.748287,-0.220815,0.276793,0.788038,-0.052671,-0.012067,-0.233351,-0.333140,-0.186051,0.054018,-0.051720,-0.012083,-0.223623,0.008125,0.007965,-0.016543,-0.808241,-0.522783,-0.879597,0.928795,-0.011428,-0.000164,1.748080,-0.215953,0.277705,0.781580,-0.048712,-0.014521,-0.278444,-0.254863,-0.317176,0.068476,-0.049826,-0.014994,-0.271567
4184,0.019996,0.576633,0.208655,-0.109620,0.010782,0.007209,1.637363,2.083822,1.098459,0.811964,0.912118,0.090691,-0.905698,-0.943671,2.346193,0.643315,0.911305,0.089502,-0.903810,-0.643585,-0.289109,-0.075134,0.050448,0.622640,0.225057,-0.103866,0.015873,0.007750,1.636008,2.072222,1.089503,0.857502,0.909480,0.094050,-0.958168,-0.867809,2.330964,0.654701,0.909132,0.095261,-0.958604
4185,0.020019,1.679014,0.005468,0.638044,0.370093,-0.000865,1.567553,2.822240,-0.208390,2.537199,3.260732,-0.178300,0.162318,0.152994,1.914660,-1.438873,3.243928,-0.178071,0.169192,2.597552,-2.547225,0.109843,0.100147,1.716225,0.002015,0.650994,0.381912,-0.001549,1.567426,2.671103,-0.206931,2.533837,3.116463,-0.192449,0.179406,0.318944,1.649211,-1.865067,3.066031,-0.187717,0.159843
4186,0.019998,-1.376603,-0.285027,1.223095,-0.036452,-0.063856,1.242050,1.685436,1.212882,1.195306,0.379039,0.473297,-0.417414,-1.475662,1.352765,0.392537,0.378707,0.476136,-0.425157,-0.372951,-0.048186,-0.001970,1.704863,-1.336529,-0.264995,1.231622,-0.034288,-0.061256,1.241160,1.712594,1.235947,1.221737,0.386019,0.482574,-0.413207,-1.778441,1.521948,0.402142,0.386241,0.486475,-0.419234
4187,0.019988,-0.051569,3.047989,-0.149488,-0.028223,0.128875,1.501341,-3.337507,-0.631796,0.873572,-1.031568,-0.248178,-1.894017,0.878597,-3.811998,0.383679,-1.028759,-0.258064,-1.913594,-0.379250,0.376816,0.043273,1.005369,-0.121866,3.033086,-0.143588,-0.034245,0.127425,1.499222,-3.313402,-0.702738,0.911505,-1.013729,-0.275166,-1.898446,0.989892,-3.755833,0.390068,-1.012412,-0.278358,-1.911706
4188,0.020003,-0.531434,-1.040325,0.792170,-0.093825,-0.033204,1.351741,1.548449,-0.320618,-0.260234,0.190773,0.110759,1.009888,0.017647,1.671648,-0.120085,0.198318,0.119936,1.020740,0.160129,-0.106078,0.024222,0.474934,-0.506065,-1.043127,0.791400,-0.093120,-0.032689,1.352468,1.584530,-0.314369,-0.270088,0.202522,0.126744,1.044213,0.027378,2.007333,-0.118268,0.205956,0.127312,1.039029
4189,0.019993,-0.729503,-0.433749,-0.084329,-0.097666,-0.005722,1.603167,-0.349508,-1.003646,-0.784653,-0.426543,-0.453818,-0.303799,1.077159,-0.447514,-0.027113,-0.418413,-0.456455,-0.288987,0.118470,0.212479,0.062596,0.199689,-0.733484,-0.450421,-0.089866,-0.099957,-0.008230,1.602919,-0.291699,-0.994543,-0.790296,-0.395191,-0.457027,-0.271309,1.107690,-0.308959,-0.060583,-0.392320,-0.456301,-0.274899
4190,0.020011,-0.680931,-0.929910,1.133667,0.005916,-0.000926,1.821940,-0.048544,-0.042181,0.461070,-0.120648,0.070650,0.070147,0.228593,-0.252081,0.188650,-0.046672,0.162008,0.072469,-0.253481,-2.793481,-1.896350,-1.709197,-0.681932,-0.929894,1.136594,0.006193,0.000230,1.822059,-0.051195,-0.041159,0.462126,0.109144,0.214131,0.092981,0.067234,-0.179605,0.119436,0.117946,0.202650,0.077023
4191,0.020000,-0.771682,-0.919352,0.365088,-0.009362,0.008267,1.820749,-0.082848,0.021250,0.933259,0.185888,-0.018418,-0.107837,-0.346649,0.042299,0.096278,0.080914,-0.156514,-0.101484,-0.251397,1.836724,1.933214,-0.767129,-0.771853,-0.918683,0.371548,-0.009200,0.007347,1.820618,-0.075973,0.018921,0.927458,-0.032526,-0.181703,-0.081333,-0.034211,-0.218722,0.062674,-0.038668,-0.171481,-0.100854
4192,0.020011,2.815238,-1.605943,0.026153,0.047542,-0.060913,1.520577,-0.482544,0.235962,-1.797772,-0.429982,-0.273763,1.412655,-0.296297,-0.377819,0.255327,-0.432312,-0.271936,1.401448,-0.253234,0.120071,0.069591,-0.267071,2.807439,-1.601631,0.017289,0.045866,-0.061962,1.521820,-0.498334,0.260424,-1.787303,-0.435310,-0.271101,1.403499,-0.335029,-0.369356,0.278050,-0.438681,-0.268478,1.397301
4193,0.019992,-0.747431,-0.883996,-0.037185,0.003191,-0.003575,1.763688,0.045583,-0.046485,-1.032178,0.185862,0.247435,0.439553,0.225724,-0.018417,0.171314,0.205035,0.261911,0.435295,-0.254919,-2.917118,-2.172070,-1.478082,-0.746380,-0.884606,-0.042484,0.004195,-0.002650,1.764085,0.044412,-0.045208,-1.033768,0.289935,0.235426,0.436736,-0.049464,0.021462,0.166775,0.293076,0.173151,0.439867
4194,0.019998,0.219899,0.175714,-0.068111,0.000945,0.117981,1.571377,-0.016912,1.515317,-0.458834,-0.001087,4.212727,0.002238,-0.875795,0.076150,0.654143,0.000550,4.209845,0.001311,-0.111644,0.092594,-1.723657,0.031971,0.220424,0.195907,-0.070178,0.000882,0.133035,1.571462,-0.016433,1.474001,-0.422998,-0.017695,4.139486,0.010393,-0.792951,0.017550,0.429160,-0.013926,4.102504,0.008715
